Prediction
-0.2686504
-0.26422864
-0.27684763
-0.23503232
-0.12643027
-0.24643949
-0.17765859
-0.24178669
-0.24060366
-0.14727813
-0.25733432
-0.16860783
-0.1394854
-0.13163531
-0.21261439
-0.20956877
-0.10497604
-0.11447552
-0.21193019
-0.14407979999999998
-0.19947544
-0.19470203
-0.18924725
-0.18666835
-0.18426510000000001
-0.18633509
-0.1881527
-0.18918362
-0.18884802
-0.18552068
-0.18297762
-0.17892727
-0.17533973
-0.1701345
-0.16639009
-0.16128998
-0.15673508
-0.15488547
-0.151478
-0.14741429999999997
-0.14389992
-0.14061211
-0.1376578
-0.13338155
-0.12876310000000002
-0.1251535
-0.122042045
-0.11696653
-0.112568505
-0.10828456
-0.10576825599999999
-0.10401189999999999
-0.10522087
-0.107155204
-0.106068596
-0.10529698
-0.10366724
-0.10449705
-0.104407065
-0.10407832
-0.10376296
-0.10087971
-0.09784672
-0.097088285
-0.09670169
-0.0960401
-0.09660039999999999
-0.09600186
-0.095024385
-0.09309453
-0.090147585
-0.08758354
-0.08704516
-0.08531185
-0.08457597
-0.08316314
-0.08203889
-0.0797253
-0.07708715
-0.074288875
-0.07094859
-0.06720844
-0.06314531
-0.058430366
-0.05438612
-0.052724596
-0.051359233
-0.050067734
-0.049352262
-0.049183633
-0.049484033
-0.04785374
-0.0470257
-0.17070818
0.027102195
-0.22980352
-0.039883286000000004
-0.257384
-0.020629438
-0.28081435
-0.17778663
-0.08855149
-0.07579009
-0.0520945
-0.022265262999999997
-0.08993745
-0.017374918
-0.01371938
-0.03440443
-0.052917276
0.010530405
-0.040930092
-1.24e-06
0.015785988
0.023181856
0.019733526
0.014382258
0.013845778999999999
0.037230957
0.025043622
0.03847069
0.04603014
0.049811404000000004
0.05218534
0.04854262
0.04697214
0.046549678
0.04036257
0.038438205
0.035815902000000004
0.03619693
0.038347356
0.040787295
0.042364422
0.04349729
0.052435823
0.066351146
0.077188075
0.08268872
0.08820346
0.09138693
0.094287165
0.090435795
0.08610093
0.08422431
0.081563935
0.0866611
0.0910476
0.09459801
0.09680351
0.09803952
0.09698357
0.09729594
0.09972164
0.10482915
0.10505335
0.10678612
0.10964907
0.110316545
0.11157206
0.11560692
0.11923958
0.1200055
0.120328575
0.11870819999999999
0.115244366
0.1133702
0.11405929
0.1139617
0.11340877
0.112467565
0.111811616
0.11226885
0.11404139
0.11532805
0.11808800000000001
0.11864508
0.1173057
0.11690566
0.11445245
0.11412074400000001
0.11403351
0.1127626
0.11053224
0.10967902
0.10760277
0.104621485
0.10233031
0.10118706
0.099029005
0.09690678
0.09718787
0.09766952
0.09969019999999999
0.100211985
0.10177488
0.10404447
0.10597215
0.10458677
0.10381230000000001
0.102152705
0.097680375
0.096252985
0.09610623
0.09519934
